,omega,p,omega_nd,N,lp__
80,0.309805679076132,0.00743264475191174,0.297190785539244,3267,-1074.96333575042
81,0.371922539554326,0.00747916227089296,0.358004423842558,3710,-1072.69822717634
82,0.222955922403178,0.0128610515963391,0.205530729467799,2261,-1072.85883565092
83,0.177523653238479,0.0146645589106289,0.160919685128299,1801,-1073.37470171605
84,0.258230549220842,0.0105748992472031,0.242277147413083,2653,-1072.31201193378
85,0.566257737427832,0.00516096906276109,0.556064295693527,5796,-1074.74979444388
86,0.197714979175915,0.0145736258961261,0.179743781447927,1984,-1073.2456980087
87,0.479932200490152,0.00556428131329945,0.468802356128967,4842,-1073.39545682121
88,0.251690847460594,0.0103292329896685,0.236371217884189,2602,-1072.48235964752
89,0.929003531174465,0.00284950667290174,0.927483023983968,9462,-1078.0519710635
90,0.375069037267047,0.00680464481473875,0.362355696968514,3852,-1072.99459135016
91,0.233389291597082,0.0115844178138366,0.21712707617142,2356,-1072.41034869083
92,0.33844940520605,0.00803902535973,0.324145801159045,3483,-1072.44336970519
93,0.351818981229231,0.00750403064594229,0.338203159665049,3547,-1072.56908973106
94,0.555139058541127,0.00500298183711756,0.545209335297195,5618,-1074.06583326643
95,0.536225225543061,0.00520702255092809,0.525824555845879,5385,-1073.94125705455
96,0.293705515431487,0.00919112438339842,0.278618705742914,3049,-1072.29625030536
97,0.243413950047433,0.011315754845955,0.227041085322402,2488,-1072.38931379351
98,0.370630865299279,0.00756938538086349,0.356566762623428,3827,-1072.74983697587
99,0.442938563193203,0.00651177997782404,0.430083851413255,4507,-1073.54425315828
100,0.504891088292596,0.00581896873135868,0.493219730171555,5148,-1074.33254974197
101,0.229881647573874,0.0117896387781532,0.213516587655375,2343,-1072.43556529832
102,0.406215638554471,0.00651996836322877,0.393657776618853,4201,-1072.88213980711
103,0.268555438301731,0.00963421055217861,0.253617415720455,2736,-1072.49083889163
104,0.507784421269696,0.00521036287496923,0.497337107189213,5218,-1073.65351138605
105,0.302693338878607,0.00809668547450693,0.289144582452382,3071,-1073.3202879191
106,0.66911942072473,0.00420432472434085,0.661615002391849,6908,-1075.15633557329
107,0.420489873971081,0.00599627766188371,0.408812319191698,4244,-1073.45830098484
108,0.34178244527442,0.00828460151549815,0.3269716522112,3522,-1072.67928409473
109,0.39652660023861,0.00766946586268202,0.381885932848732,4030,-1074.293177727
110,0.281772174860683,0.0100269562243346,0.26574708577295,2785,-1072.48506924615
111,0.322156811956685,0.00882191132750132,0.306875822506978,3178,-1072.63468440644
112,0.548464092376123,0.0050470890295955,0.538421100034135,5576,-1073.99176241122
113,0.586206537413757,0.00488652820769242,0.576669756049234,5966,-1074.61770562206
114,0.153249262392543,0.0199489959287963,0.133478568752348,1538,-1075.7234427761
115,0.442078783648244,0.00688529556318573,0.428492952933434,4480,-1074.64401329667
116,0.315715996665284,0.0089742599425473,0.30034655437033,3267,-1072.58033195752
117,0.567222773488815,0.00406924584579427,0.559198201278872,5722,-1076.7130566407
118,0.261260493246545,0.00992908215855504,0.246149122780216,2666,-1072.477143471
119,0.396445692635584,0.00729152424058954,0.382525404739276,4113,-1073.24783747683
120,0.315730358033689,0.00864478554417236,0.300919639676584,3190,-1072.35885234608
121,0.388042096370252,0.00712455543410384,0.374549055781555,4007,-1072.76381426331
122,0.32019750190397,0.00952908423148124,0.303758728473346,3223,-1073.96330396268
123,0.205531368436566,0.0133410617674485,0.188540496612992,2063,-1072.71262701443
124,0.229054939010016,0.0114613353313235,0.213177855367563,2349,-1072.53058569416
125,0.209560764855453,0.0121877747799475,0.193773264224861,2098,-1072.96192758317
126,0.208272452570671,0.0125409049726714,0.192114020315799,2111,-1072.772448318
127,0.315852904136693,0.00866421298068376,0.301005979269535,3183,-1072.36493437289
128,0.244158156904411,0.0119675148849345,0.226823780980651,2524,-1072.99246298131
129,0.401330084214152,0.00742605898912818,0.387091086736445,4089,-1073.83671807697
130,0.220395257103313,0.012060501735929,0.204169604148106,2284,-1072.54502224732
131,0.497875997800319,0.00563361552598718,0.486580120475416,5087,-1073.66128455531
132,0.28419992660298,0.00978146528543411,0.268477692285043,2917,-1072.36342654649
133,0.171059557695998,0.0151483969797325,0.154432489646186,1712,-1073.59002470467
134,0.224725962169957,0.013069126032763,0.206922424814055,2285,-1073.2075379464
135,0.331819149952342,0.0089979346500948,0.315986521543492,3358,-1073.47809774656
136,0.286938607256787,0.0107928805293152,0.26950969218542,2919,-1074.30293363252
137,0.208544358307395,0.0140887399661451,0.190427699270749,2140,-1073.38954639866
138,0.324311019498917,0.00824283324070052,0.309972934629393,3323,-1072.39642111784
139,0.411178560379135,0.00622799601835022,0.399133898125297,4165,-1073.18869657425
140,0.746502262065122,0.00367394925158493,0.740889720688243,7587,-1075.73466578511
141,0.445461255585195,0.00599452132859191,0.433612575569826,4551,-1073.1315011992
142,0.316270202306826,0.00883944831583205,0.301114596830772,3338,-1072.46772127717
143,0.257308684714698,0.0113574597014174,0.24023645093229,2570,-1072.94911879471
144,0.298917602671639,0.00864859705870002,0.284561311308026,3082,-1072.52143224203
145,0.334735672393371,0.00786527134311221,0.320818208904471,3467,-1072.50259804024
146,0.217793991973896,0.0121417136202177,0.20160441988736,2306,-1072.59146032278
147,0.409412843080877,0.0068041103273222,0.3962745911202,4134,-1072.94654520552
148,0.374013643144918,0.00697074272643894,0.361006685165946,3792,-1072.77448113988
149,0.245665964273763,0.0109330103761147,0.229734978310992,2450,-1072.34849147589
150,0.383223884218191,0.00724175469191712,0.369577083918589,3949,-1072.75306076265
151,0.367651574775932,0.00730424066499591,0.354125636876419,3759,-1072.596991414
152,0.202689797008032,0.0127698306475631,0.186580584917789,2124,-1072.92075251332
153,0.443994781763922,0.00584098613559492,0.43245794657965,4616,-1073.29436854589
154,0.232927171374097,0.0124756233876697,0.215465677783887,2398,-1072.96692751997
155,0.613198673720312,0.00438237301147437,0.604832482576363,6307,-1074.49398762778
156,0.305657731037392,0.00915048552182551,0.290276829954462,3124,-1072.43963163346
157,0.716466209833301,0.00404725985746635,0.709829476152042,7275,-1075.96682935023
158,0.269476450068493,0.0100880765972495,0.253809884331387,2698,-1072.28726667099
159,0.351254633703396,0.00734226452108722,0.337940923827455,3623,-1072.74485030843
160,0.255832690026713,0.0119823395209276,0.2379086119788,2642,-1074.01885336262
161,0.435472682995574,0.00627617899962363,0.42313320152998,4472,-1073.04983815938
162,0.277296114215314,0.00935479004200146,0.262482732481397,2945,-1072.46467371751
163,0.184448868699043,0.0142858662509386,0.167757698075558,1865,-1073.13313591171
164,0.165197377852776,0.0168971711222839,0.147243447267515,1737,-1073.73083620371
165,0.181536424619605,0.0130945472011207,0.166391438309211,1832,-1074.74085212838
166,0.307391114420241,0.00857816309010717,0.292915527300541,3084,-1072.39529745878
167,0.289349510548332,0.00948847479900816,0.273921689518067,2914,-1072.31263431073
168,0.602882436150499,0.00481329631982486,0.593605478397043,6120,-1074.94815699672
169,0.239769867854361,0.0115855767205696,0.22319087567173,2413,-1072.44841492772
170,0.324857424217327,0.008873650748492,0.309417584975107,3324,-1072.81970831088
171,0.383579325401764,0.0070953711347731,0.370202426223025,3964,-1072.68953462551
172,0.300213205516033,0.00873399785836437,0.285679394684394,3124,-1072.41107662685
173,0.431514923306024,0.00623385364324169,0.419287272572508,4465,-1073.01397697121
174,0.43080861865101,0.00608737427310424,0.41887323224578,4471,-1073.1100423036
175,0.298329625240181,0.00896559941263808,0.283470166385308,3011,-1072.317955618
176,0.455944072368075,0.00633307398990302,0.443367164489755,4636,-1073.65842656566
177,0.998485455863704,0.00256114684838182,0.998454111912498,10188,-1082.54877677771
178,0.34350896977987,0.00820952732124136,0.328794349696448,3515,-1072.64899403486
179,0.318201543184919,0.00962508635774406,0.301656365898125,3286,-1074.05965790549
180,0.274146092471757,0.010644588191826,0.257443096634428,2831,-1072.90301755982
181,0.363540764604438,0.00726158541530131,0.350160550156897,3666,-1072.63243549386
182,0.270348226506964,0.0103677490162795,0.254219834419364,2709,-1072.41876024815
183,0.478728613684134,0.00588401981246212,0.466961180727122,4719,-1073.54501356936
184,0.320259333374917,0.00811020182255773,0.306246491737477,3305,-1072.54146598967
185,0.430135882044374,0.00609334355166591,0.418193749387238,4368,-1073.10910169432
186,0.58043363876009,0.00461775848584767,0.571390385030652,6020,-1074.21512738605
187,0.166435006478228,0.0171222519047641,0.148139162809575,1753,-1073.87777134653
188,0.222654237584026,0.0126375205815678,0.205542019353682,2224,-1072.66301275676
189,0.914743597143999,0.0027450206766878,0.913012903571309,9342,-1078.33985954594
190,0.290560198936983,0.0103340340651122,0.273732456005081,3006,-1073.48016002131
191,0.517041840894062,0.0050048723151368,0.507013107420668,5305,-1073.88799360002
192,0.291806876100834,0.00869506277156318,0.277581643138149,2992,-1072.71998400871
193,0.429814738898385,0.00610963357416439,0.417843088898562,4476,-1073.0941143194
194,0.226700804192433,0.0121779954515773,0.209978176610882,2287,-1072.5055320118
195,0.324366750451089,0.00762444102224458,0.311095048505513,3367,-1073.21850289895
196,0.313617018566382,0.0087402936602563,0.298700653427311,3127,-1072.36206183057
197,0.278116235214123,0.00962483858172269,0.262852174303282,2800,-1072.29321827061
198,0.311060031408634,0.00841783687415998,0.296755521935099,3158,-1072.44874477343
199,0.394008369315263,0.00663088207528362,0.381374621018321,4004,-1072.88310200043
200,0.347190654498683,0.00762580529846502,0.333443538718978,3509,-1072.53171057351
201,0.263354486768214,0.00936531951044628,0.249013342452004,2725,-1073.16360525481
202,0.342433788120484,0.00795672299434447,0.328191618026478,3546,-1072.463715606
203,0.493567304292806,0.0056134777261112,0.482315743811682,4971,-1073.54606350808
204,0.163970198246461,0.0187954017399709,0.144207610636367,1641,-1075.5137269596
205,0.313258169280493,0.00865360532342907,0.298497924543629,3180,-1072.34314528187
206,0.232509571539215,0.013047606893716,0.214289177744232,2328,-1073.84608944802
207,0.452644687762796,0.00597852366717067,0.440788539839029,4607,-1073.16646806548
208,0.232824001427838,0.0119371340349922,0.216105952565044,2376,-1072.4937166532
209,0.327435251648308,0.00865929443745828,0.312300932942745,3367,-1072.63031491851
210,0.421378077129563,0.00692776955032137,0.40788059767266,4261,-1073.57466591402
211,0.347648801155707,0.00726408561722502,0.334541560409456,3527,-1072.98254115354
212,0.319704778654825,0.00880887124634711,0.304510141120832,3183,-1072.53730718194
213,0.364581607369718,0.00680007075278632,0.352031910159197,3718,-1073.37226982523
214,0.251222799398051,0.0107738882214319,0.235275214178755,2536,-1072.32233270578
215,0.470598288303737,0.00627181189948789,0.458079842364191,4768,-1074.14623881967
216,0.496538165231699,0.00528078113044694,0.485952260410814,5097,-1073.61477163849
217,0.423257438581771,0.00712340103532572,0.409361251896596,4311,-1074.25938430448
218,0.249369195891461,0.0105165387839807,0.233875236135723,2528,-1072.42709607846
219,0.23360061053319,0.0128404663113283,0.215602494219159,2301,-1073.56751648769
220,0.391364630840701,0.00705193878334032,0.377964935689887,4016,-1072.77729008516
221,0.299258610605873,0.00843026165523164,0.285251647336944,3106,-1072.81313784406
222,0.256468761055295,0.0114604150908029,0.239282601481111,2564,-1073.05188064685
223,0.454721825636928,0.00594532980647888,0.442921205049572,4632,-1073.18224875665
224,0.319896770476637,0.00808251390742099,0.305940069760736,3289,-1072.58113804952
225,0.285323742988741,0.00881186504474452,0.271107165610251,2941,-1072.83980435553
226,0.337908946616112,0.00787413303279771,0.323908139267535,3395,-1072.4675106066
227,0.441704371044075,0.00605080424091231,0.429767137971327,4533,-1073.1012163164
228,0.234823866416403,0.0119749529918006,0.217950824454421,2430,-1072.56324838426
229,0.277316354481705,0.0101849119097139,0.261206010623018,2756,-1072.48098018896
230,0.194393814659174,0.0142624603969987,0.177025690266031,1956,-1072.93915822461
231,0.568483534043263,0.00495388501431804,0.55871217227434,5815,-1074.28092219357
232,0.182867585674959,0.0151050695494419,0.165370245720871,1864,-1073.16104715196
233,0.500319515783177,0.00495778246847223,0.490380476862518,5132,-1074.33839452513
234,0.614576262664127,0.00447456970717386,0.606043864818204,6190,-1074.53015127698
235,0.193282553044417,0.0148890738751364,0.175255521147485,2007,-1073.30835315443
236,0.312202798947151,0.00799782105066993,0.29857750597915,3221,-1073.00760424342
237,0.356628943302779,0.00747154266110794,0.342984463029461,3668,-1072.55512035548
238,0.2206875897445,0.0121631873427507,0.204310841326615,2221,-1072.51800421469
239,0.251857947601142,0.0108588484290976,0.235758920425943,2540,-1072.33329134522
240,0.225693337480908,0.0124566940987083,0.208651960273301,2361,-1072.62905561808
241,0.205347644774298,0.0117745880726446,0.190316335977514,2109,-1073.93077530931
242,0.316010827687997,0.0100938670181989,0.298735440006382,3195,-1075.38758901437
243,0.383097865226174,0.00762012115961574,0.368742722273231,3872,-1073.31729127357
244,0.231242017954238,0.0112982659037765,0.215478650200251,2349,-1072.546438116
245,0.277001350800094,0.0108652659870577,0.259843376904017,2842,-1073.52334662843
246,0.351506572129905,0.0082737700490908,0.336509319824544,3573,-1073.07346762014
247,0.283293851624556,0.00948211537357235,0.268077194627971,2935,-1072.2888980143
248,0.20232389540833,0.0128465733913971,0.186142737994699,2070,-1072.8914352026
249,0.254103557817668,0.0103065737913985,0.238717200307557,2588,-1072.42075234683
250,0.203253520826456,0.0148356131571564,0.18457454984469,2039,-1074.00406105195
251,0.252118613783771,0.00942509427699811,0.238103900873714,2586,-1074.00976938616
252,0.282935387070009,0.0104057581963969,0.266270131686712,2837,-1073.06089361424
253,0.236420218837263,0.0105091824410871,0.221503663918524,2401,-1073.12050141992
254,0.470382916327905,0.00557303084089611,0.459261476434996,4823,-1073.41004925278
255,0.196649857423886,0.0125142977163863,0.181218766748272,2037,-1073.70226064245
256,0.192563418022074,0.0135826934993334,0.176122042745337,2045,-1073.00943415528
257,0.204364618912732,0.0134076235193424,0.187365252610244,2111,-1072.72722184079
258,0.261523572219936,0.0101709304743793,0.246039326394631,2636,-1072.3245885384
259,0.271867667476774,0.010613729953584,0.255302109207824,2753,-1072.73188391646
260,0.341669916226413,0.00737987572641929,0.328468656423072,3461,-1072.97524518612
261,0.263281820233224,0.0110031013803731,0.246476587812799,2675,-1072.79814218931
262,0.382590872340243,0.00750908663458649,0.368451635313626,3831,-1073.07282547002
263,0.609142418186478,0.00391833831396282,0.601639382083178,6277,-1076.10520361484
264,0.252280712969643,0.0108239047075196,0.236214177150246,2628,-1072.32851830234
265,0.277230732960274,0.00957792131127344,0.262070916787617,2903,-1072.31775333595
266,0.362881683106448,0.00774739111622347,0.348622652604924,3766,-1072.72285508271
267,0.414916034698427,0.00671933823872761,0.401885421722936,4213,-1072.989736905
268,0.337252501265104,0.00825004347903369,0.322602733344354,3394,-1072.51868082529
269,0.225530759627539,0.0119366755558453,0.20919421870559,2307,-1072.47116591859
270,0.293898862560465,0.00881618936901407,0.279415043673717,2984,-1072.490877327
271,0.31942872548843,0.0078438694242644,0.305891729687988,3237,-1072.97693174709
272,0.315924386498888,0.00894486473485034,0.300599140074389,3152,-1072.55548703166
273,0.200636253023586,0.0140322758044437,0.183116222181955,2140,-1072.93975305673
274,0.404375606056601,0.00671858419792948,0.391455990736136,4139,-1072.82227061204
275,0.198294509990693,0.013382695386896,0.181714819228169,2008,-1072.83459186295
276,0.160336201151623,0.0140479323511428,0.145678056375635,1677,-1076.90892453919
277,0.287438103526078,0.00865498261023345,0.2734078913188,2961,-1073.01193340031
278,0.329545320384556,0.00776412305083107,0.315917464009181,3377,-1072.72909753866
279,0.478386004123873,0.00545404148112183,0.467480557566034,4922,-1073.50674735987
280,0.332180335254341,0.00742771994398106,0.319084183104402,3356,-1073.29482396495
281,0.192672453397162,0.0132944452835929,0.176563374692813,2051,-1073.18731451997
282,0.857365951608069,0.00305041446090648,0.854350935757309,8780,-1077.04212843301
283,0.332669289230334,0.00803967318460175,0.318491226784943,3364,-1072.42892203692
284,0.36292069027162,0.00724722299996472,0.349577079163726,3722,-1072.64968669046
285,0.243733457622823,0.011905233836897,0.22650853817633,2562,-1072.88308763889
286,0.452221839774641,0.00512852969670008,0.442053703664341,4641,-1075.61578014668
287,0.171026560340758,0.0163671368846389,0.153113175074133,1779,-1073.56141897743
288,0.28941216915386,0.010089247000993,0.27301787858916,2924,-1072.92149849865
289,0.184463633880192,0.0150639939930004,0.166891144141918,1862,-1073.15554812576
290,0.336719246154319,0.00832839950407338,0.321943387286877,3468,-1072.57066587912
291,0.195581959856102,0.0135516919991808,0.178976915145353,2039,-1072.88544527392
292,0.211442887713169,0.012556903651723,0.195078742624838,2111,-1072.64581847209
293,0.292894139187517,0.0087797234498771,0.278499444872415,3052,-1072.56286722095
294,0.357493025743238,0.0075047704692881,0.34377273113445,3662,-1072.54230082088
295,0.295279249809393,0.00821867906390827,0.28172902087211,3076,-1073.50938297064
296,0.190899507285966,0.0138292436352557,0.174281508992144,1950,-1072.98904265683
297,0.272862906002996,0.00878862561637495,0.259078163840497,2719,-1073.75783779483
298,0.276889587514549,0.0100774471177377,0.260962557722935,2763,-1072.38416220136
299,0.28092047202638,0.00972679829325029,0.265398510776364,2892,-1072.29307940032
300,0.657992011980745,0.00389543334825249,0.650931077241579,6710,-1075.20090166899
301,0.408441195211802,0.00664221288923605,0.39562499162281,4110,-1072.84874873225
302,0.376392948527423,0.00717231297610443,0.362975672244887,3768,-1072.64263104681
303,0.283075689968327,0.00952893621610784,0.267792215310951,2842,-1072.28441048456
304,0.453272213352972,0.00550089492981498,0.442360677100659,4606,-1073.87706338419
305,0.219315225236488,0.0117694804260575,0.203530059328695,2253,-1072.74465229378
306,0.278862788187762,0.00974247011183127,0.263388308934169,2826,-1072.28369732133
307,0.388053361150591,0.00688578261613437,0.375010922713038,3951,-1072.73091586325
308,0.232887472633691,0.0120786909278603,0.215972000132918,2347,-1072.57894805139
309,0.226166226295024,0.0119761153613888,0.209743188720889,2307,-1072.46437486971
310,0.466703235802812,0.00548720473483177,0.455765206211661,4811,-1073.59685087037
311,0.240361452756226,0.0116895367126942,0.223607474938872,2453,-1072.5240917103
312,0.448348081624628,0.00645225544511541,0.435576932543463,4583,-1073.6279581222
313,0.232974432092309,0.0120463012502435,0.216098849497421,2431,-1072.55951228417
314,0.377081319912406,0.00787726519797893,0.362339879052996,3852,-1073.60852119089
315,0.15053146441961,0.016121365402991,0.134649374268923,1556,-1075.27533433576
316,0.277426239062605,0.00786367153219913,0.264945122636667,2892,-1076.86149781203
317,0.218769175372334,0.0138394511616635,0.200312504745048,2256,-1073.91048103359
318,0.248137113996563,0.0105043185750174,0.232713616481899,2530,-1072.47431563531
319,0.197373035575386,0.0135830976381315,0.180612379944865,1993,-1072.82316452044
320,0.395293334634021,0.0065024506882374,0.382888747085159,4062,-1073.04014025809
321,0.467490283417083,0.00645982515986376,0.454608117001074,4806,-1074.63459048785
322,0.245465085870759,0.0114030052922472,0.228871383553875,2477,-1072.46990253797
323,0.279318125179603,0.00919883335040728,0.264681275191843,2784,-1072.55738598317
324,0.285141404077966,0.00999362787888303,0.269049426456284,2971,-1072.57562036776
325,0.329443003358761,0.00796660568236252,0.31546470204601,3389,-1072.49919436122
326,0.305442969020046,0.00773510246794706,0.292425584037741,3186,-1074.19201903761
327,0.231336860031305,0.0120473861029901,0.214545236199279,2253,-1072.52111929597
328,0.310084878696914,0.00856088452178339,0.295565594221671,3131,-1072.37137336042
329,0.282639124644855,0.0107303780016335,0.265472723814713,2872,-1073.71410581747
330,0.323800192465437,0.00881517842805368,0.308488318722582,3391,-1072.68929506782
331,0.328761969347459,0.00826483587380178,0.314280391834386,3377,-1072.40036817478
332,0.376906063527255,0.00733167458756478,0.363184092384742,3851,-1072.69291136991
333,0.180564674356097,0.0152973529868481,0.163030412407278,1805,-1073.21671327206
334,0.268475230583952,0.00954884627812203,0.253670643485308,2751,-1072.58389018102
335,0.227136518644343,0.0119608109276665,0.210682810586959,2299,-1072.45857374109
336,0.271131817808769,0.0106241870268287,0.254579372985766,2761,-1072.70844753987
337,0.124775582814034,0.0218026356412656,0.106755978749409,1299,-1075.84283327034
338,0.572872966794293,0.00477646737303961,0.563475470876302,5880,-1074.1547933723
339,0.237245505814808,0.0102678878101832,0.222629442023937,2441,-1073.48975598771
340,0.330880633527918,0.00763248519627613,0.317453593044522,3360,-1072.90364487936
341,0.215519306426685,0.0119389632050899,0.199717981844652,2206,-1072.81398555568
342,0.326237443741531,0.00851149928664441,0.311388543696184,3381,-1072.46075119656
343,0.440598885924424,0.006450922529184,0.42787989068773,4541,-1073.34229556756
344,0.232438090771781,0.0112003462391785,0.216750636343222,2410,-1072.56453641931
345,0.334215932612997,0.0074858422744839,0.320975999704413,3414,-1073.06055404258
346,0.249927200353007,0.0100620345259764,0.235069352939838,2661,-1072.86924371441
347,0.289587614869974,0.00845804472127132,0.275810339168169,2976,-1073.30455908245
348,0.172948253680272,0.0155911954970579,0.155698665043387,1720,-1073.36785779019
349,0.411990033269689,0.00696003130498601,0.398523820151674,4207,-1073.24182743761
350,0.470626191510384,0.00675661508075265,0.457138692434648,4811,-1076.28228540412
351,0.390161491572299,0.00681821995542842,0.377219705308279,3973,-1072.75837654396
352,0.268797562620824,0.0107657352153048,0.252122398376585,2759,-1072.7752369753
353,0.224074583414183,0.0118174203458528,0.207974213176546,2312,-1072.52620026314
354,0.516983613317002,0.0052557459350594,0.506450579766185,5290,-1073.6758476188
355,0.241866022857756,0.0108189627760517,0.226269040582046,2365,-1072.47314516285
356,0.258756326352211,0.0111977976374122,0.241856090230249,2678,-1072.80992506554
357,0.222148824735882,0.0135449378319,0.203868737089491,2371,-1073.72946416376
358,0.189609019481514,0.0160954646357049,0.170460957789789,1923,-1074.54400478014
