"","x"
"727",16737.4986497413
"728",19487.0725331278
"729",16867.0829994762
"730",9705.4221742989
"731",14818.5171598555
"732",11508.2278883075
"733",17184.7574426976
"734",15379.832799554
"735",19091.933114025
"736",11262.8203403844
"737",13766.2277144163
"738",17026.3348233145
"739",12314.257363707
"740",11360.3777227712
"741",13465.5866038723
"742",15711.5368001705
"743",8597.67106615236
"744",14555.8019667557
"745",15342.9232069555
"746",11776.0373774467
"747",10566.6341041081
"748",11712.8984756955
"749",12667.475208005
"750",14863.5434238483
"751",10334.1489267782
"752",10027.8217682799
"753",11094.1919872184
"754",21257.7928345816
"755",14909.3898405628
"756",13035.1573322429
"757",11191.0357675845
"758",10768.552189183
"759",19659.1752081618
"760",15946.8830347951
"761",15261.1725698037
"762",13807.0330402133
"763",12786.821436408
"764",12117.0987586833
"765",10654.4709087521
"766",12742.1196554749
"767",16546.168458722
"768",19269.3822041196
"769",10550.6534792966
"770",11766.3788849223
"771",13861.7359676203
"772",15301.673274063
"773",15120.1474007219
"774",16230.4626708401
"775",19929.9774602209
"776",8515.17329578971
"777",9229.51405544864
"778",11622.0990098588
"779",14968.1107927174
"780",9865.66259293306
"781",10735.804069541
"782",11542.4756832546
"783",10380.2481592276
"784",10529.8152140526
"785",16048.1478985236
"786",14291.4004748829
"787",10023.1801309598
"788",15021.0120934096
"789",10533.2119320553
"790",11636.0003821526
"791",10965.880927046
"792",20583.1073468453
"793",9460.67878444693
"794",17886.9714364834
"795",9322.79585832706
"796",16372.0416516156
"797",10198.83829526
"798",9772.12290421626
"799",21446.0833736228
"800",9755.57226803277
"801",12044.5533674985
"802",13002.8445911777
"803",13238.0451231806
"804",10276.7875408102
"805",18814.3126817463
"806",10159.8514181767
"807",10334.9399631367
"808",11918.4062624399
"809",14671.7126714478
"810",11816.3319224659
"811",12116.2742043268
"812",10581.7984808519
"813",14150.3968652108
"814",19550.1660475208
"815",10312.0852589703
"816",14639.9920719727
"817",15607.3155894557
"818",11660.1175415279
"819",21751.7632285422
"820",11923.0475289118
"821",11476.5491049845
"822",12195.1695864707
"823",10849.0291122399
"824",9181.65750350556
"825",13119.0091708866
"826",18424.9870651702
"827",11766.1367084862
"828",14892.3565236451
"829",12336.0207739601
"830",8720.18353428701
"831",11095.1056870685
"832",9621.72353730892
"833",11636.6431941143
"834",14902.0756093908
"835",18257.3275532632
"836",15734.499439617
"837",13036.282848033
"838",9729.30593328091
"839",15294.0942401599
"840",11571.3717609299
"841",16978.8219054408
"842",10543.2731817178
"843",16338.032966125
"844",19032.8753371898
"845",10508.5521646002
"846",10162.4056731378
"847",10687.0034846153
"848",10724.101586659
"849",9602.84378993657
"850",12669.2504933563
"851",14257.9388746119
"852",12077.0869667254
"853",13713.7432115842
"854",13347.2977075937
"855",11579.1721624397
"856",11746.93712402
"857",23184.2335826678
"858",17341.6945495101
"859",9582.13172781302
"860",13677.0128460651
"861",11065.3035684059
"862",13500.0582632949
"863",15811.279132092
"864",16851.1664090378
"865",12553.0904590037
"866",15960.2802114031
"867",15921.1399601582
"868",20880.2128620129
"869",14136.8999584378
"870",13262.6478490499
"871",14698.6073232172
"872",12739.8407367131
"873",10751.098038384
"874",11608.0950869381
"875",11767.4354099034
"876",16567.3969728537
"877",10406.0810584676
"878",13513.7092007417
"879",11341.2846948603
"880",10170.3937283009
"881",14345.0080003327
"882",9256.61449134758
"883",11363.9815707038
"884",10727.9387033676
"885",14775.0730123213
"886",11909.1257781449
"887",11211.4375501425
"888",15741.5566929705
"889",13955.1293282711
"890",14340.9421276753
"891",11515.0419763507
"892",10367.4843374312
"893",14211.1007863816
"894",12535.5309383646
"895",13919.1734311998
"896",10619.2780690292
"897",13843.9467858738
"898",14924.2280164323
"899",10205.9952862555
"900",14209.1968228051
"901",14030.8885726414
"902",21950.9969695018
"903",12439.8244191879
"904",8803.39934522576
"905",14662.2495574556
"906",14385.3779025291
"907",11680.189929239
"908",11972.4555306524
"909",14197.0986476071
