"","cell123","cell12","cell13","cell23","cell1","cell2","cell3"
"1",114.72373200733,200.00280877221,526.15683763212,669.646102635288,4077.4695811431,3190.51853987576,1931.48239793419
"2",303.604891636067,34.5628906851164,2124.30750235661,567.822579969934,1457.96845317721,2137.17012169649,1311.56356047858
"3",170.490103887876,545.822455119759,863.602024225665,273.111840034105,2148.3338416386,2573.85482003137,2877.78491506262
"4",152.042655287923,23.8923887841417,1606.33205889095,1264.55695742956,1344.30376052742,2131.37120371432,4140.50097536569
"5",311.383298023083,114.717940533016,1385.14883751392,730.279695992711,1366.80674317551,1832.7443497316,1489.91913503016
"6",330.637817886754,95.9762643426102,2695.05026987506,465.91011278849,665.52194044936,2558.93878297682,1682.9648116809
"7",282.337765619133,326.214712983604,998.118817498424,736.064283483028,2464.08946398982,2612.18703438306,1904.98792204293
"8",1250.23900441797,810.697415352138,3619.02419935867,957.892482423872,2162.08538963179,2500.59791490188,1935.46359391369
"9",228.472519556188,274.068595958645,1074.90780579583,619.906048235144,1887.57359477318,2313.08187324655,2483.98956243446
"10",82.4505593967493,64.2944729414977,1011.82707202428,502.841119266652,1161.81415577821,2493.91896469196,3556.85365590065
"11",193.6232547543,939.236740680212,499.849819767695,343.347951897248,2613.96009911192,2118.33519657512,2304.64693721351
"12",20.1016872592261,78.9541907712543,771.940553475824,24.5484788704543,1689.3900617658,2282.43702081496,2574.62800704248
"13",63.4429732896328,365.528678591885,423.915445911434,160.906056780734,2804.88565702072,2416.18323392325,1135.13795448235
"14",167.57755674548,95.9937731530568,1242.81638727666,1081.56631613514,2059.49396703192,2621.09928179528,4064.45271786246
"15",146.932007437107,59.7467641232371,886.349566832522,608.181963510938,1755.98098033635,1685.079727199,1754.72899056084
"16",368.942827183688,577.43621479361,1362.11830976153,580.803974492763,1468.37379787601,3100.89143539119,3812.43344050121
"17",180.178560951104,123.963550949686,2763.33335233916,460.251518518113,2032.76533883197,2313.61734817238,4267.89033023759
"18",71.4201005937074,231.474790221833,802.397678849891,338.948306527682,5310.30618809119,2276.14808209239,3420.3048536233
"19",149.23491862548,432.23755721454,807.232546323072,175.402154011011,1354.07065088031,2302.95347805263,3039.86869489295
"20",640.820733409003,580.037115353104,2028.63408625938,1189.46404839732,4605.04778576087,1967.20299662618,2840.79323419414
"21",145.069434048543,264.95464573567,1671.61068664235,129.226648415297,2419.70697638311,2795.97715532796,1333.45445344707
"22",316.147114515113,43.2464487554782,3264.42042369378,667.410302339811,560.477861772565,2113.64845061967,1710.64939830359
"23",24.2444166193384,88.7629211805053,362.113469201654,296.104527427023,1752.09708187286,1895.16573312291,4957.51185057571
"24",131.313768482813,468.317547421501,511.676065756501,225.368642816879,1413.13662326254,1722.36211258199,2529.82523967777
"25",118.676231144034,254.884708108484,303.168644727956,627.451964153231,1624.32059439236,1884.84208558852,1668.65577188542
"26",131.830819361934,84.1558675905533,1819.00163158695,209.728663225565,3196.32042629985,1537.12072062803,1458.84187130712
"27",30.5624977332024,99.7750226611927,1009.90852803698,110.217005968803,2596.58132654703,1811.70499354842,5159.25062550437
"28",234.273504354192,691.281763763918,728.311353720883,254.62857488549,1548.4258831994,1619.84633147233,2522.23258860379
"29",49.0346987110306,3.70373582145541,564.944482490705,736.082406052326,2358.8122747446,2270.12983246626,3509.29256971363
"30",78.9431137823982,81.6803710805162,612.22371378951,811.795892369593,841.837827566513,2332.58750943514,4028.93157197633
"31",345.999761657637,592.276460159611,986.760619105676,479.129205734414,1601.56488523063,1821.41325454131,2191.85581357072
"32",111.985174380445,25.0782192114658,1411.1792908949,367.86663173593,2635.40940207023,2019.90934217879,2044.57193952824
"33",46.6843441811184,205.577166663163,466.842893412032,231.814770405896,1983.41930229688,2884.88000104512,3366.78152199578
"34",200.809906048213,411.454057374906,1147.09140408443,361.170410487465,3283.43617037975,2095.54520519045,1887.49284643478
"35",636.269287333147,395.005130603622,1985.63905734827,457.440359383127,1981.9201139716,1765.44026260371,675.28578875653
"36",321.733614618384,1085.22096737063,323.118215283195,524.554402632383,1982.49812082905,1504.62018083913,951.254498427231
"37",582.108009406889,140.184491475829,3200.97935924103,1353.39559395887,1395.26093568078,2564.89337479615,2598.17823544045
"38",50.4562788703434,310.823340286104,170.655715785489,231.169531405077,1284.75634846233,1929.95595098887,1591.18283420179
